SA,SD,PA,PI,LR,HC,fuel,bus_num,file_index
4,23,325,66,347,510,5.766,##########kd000014,2184_8
6,14,359,0,621,2102,15.699,##########kd000014,2184_17
0,0,45,0,0,1406,8.778,##########kd000014,2184_18
18,39,355,404,931,3141,20.669,##########kd000014,2184_20
0,0,6,0,0,943,5.834,##########kd000014,2185_5
0,0,97,0,0,2997,18.664,##########kd000014,2185_13
5,9,343,0,706,1409,9.887,##########kd000014,2186_10
0,0,42,0,0,857,5.252,##########kd000014,2186_11
7,27,379,371,934,493,8.158,##########kd000109,2187_14
9,8,210,241,875,643,5.076,##########kd000109,2187_19
0,0,61,0,0,812,5.781,##########kd000109,2189_4
0,6,105,832,904,751,6.136,##########kd000109,2189_5
0,0,16,0,0,2720,15.549,##########kd000109,2189_6
2,2,122,0,0,696,5.919,##########kd000109,2190_21
0,0,14,0,0,1485,8.651,##########kd000109,2190_23
0,1,38,0,0,3140,18.52,##########kd000109,2190_25
0,0,15,0,0,814,5.109,##########kd000099,2191_7
3,31,210,139,486,626,6.397,##########kd000099,2191_9
0,6,145,0,0,1989,12.612,##########kd000099,2192_5
0,0,67,0,0,2499,14.471,##########kd000099,2192_10
1,8,89,0,339,1049,6.931,##########kd000099,2192_11
1,2,165,0,252,1503,10.503,##########kd000099,2192_26
0,2,80,0,61,2115,12.895,##########kd000099,2192_27
0,0,43,0,0,2741,16.024,##########kd000099,2192_28
30,24,405,227,968,844,8.229,##########kd000099,2192_29
4,9,268,0,542,2499,18.039,##########kd000099,2193_8
0,3,26,619,699,821,6.217,##########kd000099,2193_9
0,0,72,0,0,2677,17.474,##########kd000099,2193_10
17,23,381,174,815,857,9.258,##########kd000099,2193_11
12,21,312,74,593,1082,11.318,##########kd000099,2194_9
0,0,15,0,0,2136,11.978,##########kd000116,2195_12
2,2,199,0,73,2282,13.71,##########kd000116,2196_4
0,0,39,0,0,1120,6.481,##########kd000116,2196_5
0,0,70,0,0,3280,17.804,##########kd000116,2196_6
18,37,330,280,809,618,6.635,##########kd000116,2196_7
0,1,83,0,0,843,6.075,##########kd000116,2196_20
0,0,14,0,0,2821,14.713,##########kd000116,2196_21
0,0,90,0,0,3415,17.429,##########kd000116,2196_22
18,21,388,242,1048,4022,24.562,##########kd000116,2197_9
5,0,286,424,1469,2049,14.939,##########kd000116,2198_5
0,4,135,0,80,1481,10.033,##########kd000116,2198_6
13,30,490,259,810,4008,24.782,##########kd000116,2198_7
0,4,148,0,0,1150,8.5,##########kd000086,2199_9
0,2,63,0,0,1305,8.193,##########kd000086,2199_10
0,0,57,0,0,873,5.871,##########kd000086,2199_11
0,0,44,0,0,1586,8.669,##########kd000086,2199_12
0,0,7,0,0,983,5.694,##########kd000086,2199_13
11,27,370,0,623,957,8.161,##########kd000086,2199_14
0,4,119,0,0,1271,8.854,##########kd000086,2200_22
0,4,335,0,266,2365,16.516,##########kd000086,2201_10
0,3,128,0,0,944,6.585,##########kd000086,2201_11
11,10,305,196,678,3301,20.737,##########kd000086,2201_12
0,1,69,0,0,3178,19.225,##########kd000086,2202_10
0,0,0,0,0,1023,5.491,##########kd000086,2202_11
0,0,24,0,0,1250,7.006,##########kd000086,2202_13
7,21,233,195,831,594,5.024,##########kd000086,2202_17
2,6,257,0,806,629,6.499,##########kd000014,2203_3
0,0,38,0,0,1579,8.728,##########kd000014,2203_4
0,4,30,0,0,864,5.02,##########kd000014,2203_6
0,0,42,0,0,2379,14.437,##########kd000014,2203_8
14,55,495,100,630,1019,11.659,##########kd000014,2203_9
0,2,106,0,0,3260,20.021,##########kd000014,2203_16
1,14,307,0,584,2035,15.793,##########kd000014,2204_14
2,1,63,0,0,2861,18.028,##########kd000014,2204_18
13,41,506,322,955,540,7.896,##########kd000014,2204_19
14,39,538,260,1150,568,9.829,0,2206_12
0,0,37,0,0,1137,6.985,0,2207_5
0,0,38,0,0,986,6.619,0,2207_6
0,0,21,0,0,1618,9.526,0,2207_10
0,0,7,0,0,1388,7.796,0,2208_11
0,0,7,0,0,940,5.696,0,2208_12
3,0,125,0,215,2275,15.533,0,2210_9
0,0,128,729,837,1576,10.893,0,2210_11
8,21,422,213,809,2296,18.053,0,2210_13
13,6,247,132,1667,879,5.504,##########kd000036,2211_2
11,27,332,0,1045,576,5.799,##########kd000036,2211_4
7,17,316,272,1020,749,6.07,##########kd000036,2211_8
12,27,603,538,2147,1513,10.528,##########kd000036,2212_1
13,18,707,312,2027,975,10.877,##########kd000036,2212_10
13,15,914,364,2367,1897,14.451,##########kd000036,2212_12
7,3,297,185,1067,853,6.74,##########kd000036,2215_2
7,17,382,100,1018,1022,6.065,##########kd000036,2215_3
27,27,719,381,2565,1919,12.526,##########kd000036,2215_9
9,11,384,119,995,694,6.572,##########kd000036,2215_23
15,28,551,485,2198,1240,10.212,##########kd000036,2216_9
22,22,640,133,2178,1155,10.37,##########kd000036,2216_24
12,21,451,132,1071,1260,7.424,##########kd000036,2217_3
12,8,303,327,1314,722,5.419,##########kd000036,2217_14
8,27,387,386,1502,990,7.331,##########kd000036,2218_2
10,16,380,72,820,504,6.679,##########kd000036,2218_14
16,20,418,253,1614,879,6.917,##########kd000036,2218_15
14,22,597,147,1641,1884,10.828,##########kd000036,2220_11
17,19,475,287,2423,754,7.49,##########kd000036,2220_24
10,16,328,268,1182,759,6.727,##########kd000036,2221_1
22,16,683,230,2523,1411,9.952,##########kd000036,2221_14
10,19,451,233,1557,795,7.571,##########kd000036,2222_17
8,15,450,171,1392,1094,7.207,##########kd000036,2223_2
8,5,313,137,1506,1137,7.228,##########kd000036,2223_14
5,19,499,334,1440,992,10.464,##########kd000036,2223_35
9,11,391,290,1208,1098,8.42,##########kd000036,2223_39
23,47,907,492,2048,1412,12.731,##########kd000038,2224_5
18,26,605,71,1421,883,8.832,##########kd000038,2224_24
3,22,314,261,940,676,7.737,##########kd000038,2224_30
9,13,265,176,1031,889,5.367,##########kd000036,2225_1
7,11,266,593,1420,328,5.633,##########kd000036,2225_13
9,17,459,78,1186,1060,7.449,##########kd000036,2226_4
10,14,351,225,1290,959,6.99,##########kd000036,2227_2
16,32,612,138,2098,1740,10.832,##########kd000036,2228_2
23,45,660,113,2518,1298,11.056,##########kd000036,2228_10
9,17,277,199,1173,452,5.416,##########kd000036,2228_24
9,14,548,180,1792,1341,10.832,##########kd000036,2229_9
9,23,507,146,1307,1089,8.203,##########kd000036,2229_13
10,28,464,396,1095,518,5.933,##########kd000038,2230_8
19,26,521,267,1301,746,7.889,##########kd000038,2230_9
5,7,342,178,889,642,5.307,##########kd000038,2230_10
22,16,792,399,1766,1346,11.7,##########kd000038,2231_4
24,31,565,403,1803,609,7.457,##########kd000038,2231_10
8,24,645,283,1533,2046,12.223,##########kd000038,2231_29
16,26,619,258,2101,1161,8.183,##########kd000036,2232_13
4,27,476,185,1429,781,6.736,##########kd000036,2233_15
10,6,411,73,1900,1053,8.545,##########kd000036,2233_17
14,17,565,229,1760,997,8.34,##########kd000036,2234_4
10,13,589,588,2387,1012,10.044,##########kd000036,2234_10
7,4,304,150,1107,860,5.99,0,2235_1
13,17,745,548,2468,1927,13.396,0,2235_15
12,11,412,263,1938,823,6.797,0,2235_29
2,8,362,0,264,2963,18.831,##########kd000056,2236_10
0,0,77,0,0,1823,11.577,##########kd000056,2236_11
0,0,78,0,0,1471,5.929,##########kd000056,2236_16
6,10,380,0,1494,2069,13.807,##########kd000056,2236_18
0,13,234,0,611,1600,11.166,##########kd000056,2241_5
0,1,136,0,186,3109,16.746,##########kd000056,2241_15
0,0,12,0,0,786,5.491,##########kd000056,2241_19
14,8,335,66,848,388,5.094,##########kd000056,2241_20
4,11,155,0,123,2477,12.973,##########kd000056,2243_2
2,2,205,0,202,3159,18.486,##########kd000056,2243_11
0,0,0,0,0,1382,9.083,##########kd000056,2243_12
1,0,179,430,591,682,6.806,##########kd000056,2243_22
5,14,276,425,1124,2856,17.023,##########kd000026,2244_2
1,6,238,0,492,4296,22.012,##########kd000026,2244_8
0,3,311,0,145,3414,24.03,##########kd000026,2244_9
0,1,101,0,0,2224,12.636,##########kd000056,2245_9
0,0,225,128,266,3303,17.766,##########kd000056,2246_4
1,4,238,0,275,2188,13.326,##########kd000056,2246_10
4,1,208,79,463,2140,10.755,##########kd000056,2247_3
8,9,303,0,432,2617,14.724,##########kd000056,2247_4
1,1,127,171,299,1427,9.75,##########kd000056,2247_8
1,0,215,0,232,1440,10.196,##########kd000056,2248_12
3,8,188,89,525,3372,19.071,##########kd000056,2248_13
5,14,415,0,1524,1545,13.065,##########kd000056,2248_15
0,0,148,0,0,3060,16.213,##########kd000056,2248_20
14,33,374,276,978,1148,10.649,##########kd000056,2248_22
0,5,160,0,0,1260,8.55,##########kd000063,2249_12
1,27,381,0,839,2735,17.704,##########kd000063,2249_13
20,57,590,394,1658,3090,23.665,##########kd000026,2250_9
0,0,83,0,0,1268,5.688,##########kd000026,2250_12
1,17,342,0,471,1882,11.98,##########kd000026,2250_13
0,4,176,0,228,605,5.353,##########kd000026,2250_16
0,0,37,0,0,1375,7.253,##########kd000026,2250_17
0,1,61,0,0,1260,7.607,##########kd000026,2250_18
4,17,211,250,633,976,8.076,##########kd000026,2250_19
0,1,187,196,473,1478,10.4,##########kd000056,2251_8
0,0,43,0,0,2188,11.117,##########kd000056,2251_9
0,0,63,0,0,940,5.728,##########kd000056,2251_10
0,1,322,0,173,4462,22.301,##########kd000056,2251_14
0,0,15,0,0,2340,11.884,##########kd000056,2251_20
0,0,189,86,281,539,5.256,##########kd000056,2252_5
0,1,93,0,0,2218,11.924,##########kd000056,2252_6
13,21,442,168,1131,1764,15,##########kd000056,2252_7
0,5,220,0,147,1847,12.803,##########kd000056,2252_18
6,5,180,156,493,1931,9.155,##########kd000063,2254_3
0,0,61,0,0,3344,13.875,##########kd000063,2254_4
0,0,163,130,295,3119,17.798,##########kd000063,2254_10
0,3,280,0,79,3636,22.593,##########kd000063,2254_17
3,18,231,284,943,2366,12.605,##########kd000056,2255_3
2,8,197,284,749,1761,10.98,##########kd000056,2255_10
0,0,98,0,0,3719,19.087,##########kd000056,2255_17
19,11,423,78,1263,1184,11.425,##########kd000056,2255_18
1,3,168,0,185,2574,14.197,##########kd000056,2256_5
3,7,421,0,753,1881,15.039,##########kd000056,2256_12
8,20,303,143,1013,1725,13.924,##########kd000056,2256_14
1,1,205,126,288,3891,22.936,##########kd000056,2256_18
6,18,145,78,375,1062,8.008,##########kd000056,2256_19
5,5,198,307,720,463,5.466,##########kd000056,2259_10
3,2,305,145,429,2320,15.596,##########kd000056,2260_5
9,18,232,268,801,972,8.177,##########kd000056,2260_8
0,1,128,65,254,1516,10.124,##########kd000056,2261_6
0,7,252,0,96,3026,18.338,##########kd000056,2261_7
2,7,102,0,184,1054,5.971,##########kd000056,2262_6
7,5,237,79,483,4065,20.393,##########kd000056,2262_12
1,2,234,0,1041,1624,9.19,##########kd000056,2263_9
0,0,218,62,331,3979,21.253,##########kd000056,2263_13
9,7,123,75,389,1128,7.296,##########kd000056,2263_14
4,2,193,82,398,2058,9.543,##########kd000063,2264_2
0,6,107,0,106,3271,13.7,##########kd000063,2264_3
0,3,161,195,331,1537,10.449,##########kd000056,2265_10
0,0,16,0,0,1305,5.949,##########kd000056,2265_11
0,0,31,0,0,1065,6.15,##########kd000056,2265_13
2,0,181,261,416,3087,17.204,##########kd000056,2265_20
1,7,83,0,190,1883,12.729,##########kd000056,2265_21
1,0,147,61,230,3020,16.103,0,2266_10
2,13,196,85,340,1638,11.411,0,2266_12
0,0,27,0,0,1251,7.358,##########kd000062,2267_4
0,0,25,0,0,1670,9.248,##########kd000062,2268_9
0,0,22,0,0,1360,8.605,##########kd000124,2269_4
2,4,126,183,556,2582,14.082,##########kd000124,2269_6
3,1,101,0,134,2632,21.285,##########kd000124,2269_8
3,4,289,0,856,2484,17.291,##########kd000124,2269_14
2,7,225,0,93,2286,13.305,##########kd000062,2270_10
4,9,212,167,723,794,5.36,##########kd000062,2271_9
0,0,59,0,115,3457,23.801,##########kd000062,2272_3
5,8,199,217,784,1121,7.855,##########kd000062,2272_11
17,7,288,317,1143,1088,8.332,##########kd000062,2274_20
3,17,236,82,491,4268,23.171,##########kd000062,2275_3
3,2,124,0,98,2488,14.998,##########kd000062,2276_7
9,22,290,269,1090,910,7.418,##########kd000062,2277_14
4,9,386,74,805,1356,13.336,##########kd000124,2278_8
3,3,194,0,293,3710,24.735,##########kd000124,2278_9
0,0,61,0,0,864,6.23,##########kd000124,2278_14
2,7,316,261,1900,1192,10.615,##########kd000124,2278_15
1,10,161,66,407,2361,14.371,##########kd000062,2279_4
0,8,58,0,0,2148,11.974,##########kd000062,2279_7
0,4,115,0,0,3114,18.144,##########kd000062,2280_3
0,0,31,0,0,2131,16.172,##########kd000062,2280_4
10,19,516,72,1119,2110,17.338,##########kd000062,2280_10
14,11,311,383,1676,4422,24.921,##########kd000062,2281_11
0,0,35,0,0,1777,13.1,##########kd000079,2282_5
22,33,558,286,959,2726,20.002,##########kd000079,2282_6
23,6,416,414,1473,559,6.938,##########kd000079,2282_10
0,0,13,0,0,2243,10.352,##########kd000062,2283_4
1,14,225,64,259,1705,10.869,##########kd000062,2283_5
1,0,74,0,132,1720,10.819,##########kd000062,2283_7
1,4,68,0,0,1675,8.51,##########kd000062,2283_15
0,0,34,0,0,2453,15.172,##########kd000062,2284_7
0,3,59,0,0,3230,22.215,##########kd000062,2284_8
0,0,65,0,0,1361,7.423,##########kd000062,2285_2
0,0,7,0,0,3051,23.527,##########kd000062,2285_3
0,0,42,0,0,916,5.524,##########kd000062,2285_9
4,9,247,70,632,1013,7.975,##########kd000062,2285_10
10,10,145,200,863,2358,12.331,##########kd000062,2286_12
0,0,28,0,0,1901,8.635,##########kd000062,2286_16
3,11,208,264,854,2623,16.285,##########kd000062,2286_18
8,4,261,99,437,2405,14.293,##########kd000079,2287_2
0,0,8,0,0,3523,22.835,##########kd000062,2288_1
3,5,142,0,88,1293,8.336,##########kd000062,2288_5
0,0,46,0,0,715,5.252,##########kd000062,2289_2
4,13,169,0,361,1135,7.242,##########kd000062,2290_5
22,22,344,648,1576,1047,9.774,##########kd000062,2290_6
1,6,45,0,104,837,6.792,##########kd000062,2290_7
10,13,329,249,2207,1113,10.789,##########kd000062,2290_11
0,0,106,0,257,1539,10.299,##########kd000062,2292_7
0,5,64,0,0,1053,7.521,##########kd000062,2292_8
0,0,80,0,0,3007,22.863,##########kd000062,2293_8
0,0,49,0,0,864,5.422,##########kd000062,2293_9
1,7,323,721,1961,882,11.108,##########kd000062,2293_11
1,9,385,197,918,1952,14.604,##########kd000062,2293_18
2,12,329,643,1436,2190,16.413,##########kd000002,2294_13
0,0,8,0,0,2171,11.456,0,2295_12
8,17,393,170,1222,2144,14.692,##########kd000031,2296_7
2,9,153,0,351,2802,16.433,##########kd000031,2296_8
28,62,683,0,1091,2426,21.662,##########kd000125,2297_1
0,1,178,0,0,1227,8.572,##########kd000125,2297_9
8,24,274,75,425,1870,13.553,##########kd000125,2297_11
1,3,137,0,0,1525,9.369,##########kd000125,2298_8
17,22,314,240,689,510,5.685,##########kd000125,2298_9
6,32,560,258,1335,2709,20.606,##########kd000125,2298_22
13,23,583,326,1219,2075,16.885,##########kd000125,2298_24
17,33,437,156,1039,1724,14.536,##########kd000100,2299_4
1,3,238,158,304,1615,11.742,##########kd000100,2299_8
0,0,61,0,0,2256,12.28,##########kd000100,2299_10
16,37,518,285,663,2073,16.829,##########kd000100,2299_13
3,3,454,0,701,1683,12.971,##########kd000125,2300_4
4,6,323,0,321,1676,10.808,##########kd000125,2300_5
0,0,82,0,0,2096,10.635,##########kd000125,2300_13
27,23,752,274,1699,1385,12.185,##########kd000125,2300_19
30,55,598,348,1596,2052,17.983,##########kd000125,2301_6
14,42,540,153,1006,2512,20.85,##########kd000125,2301_21
1,8,271,0,797,1319,12.238,##########kd000125,2303_2
0,4,208,0,0,2570,17.337,##########kd000125,2303_3
21,49,544,201,651,1229,12.473,##########kd000125,2303_6
25,38,445,165,1170,831,9.063,##########kd000031,2304_4
0,2,13,0,0,967,5.086,##########kd000031,2304_5
0,0,6,0,0,1026,5.004,##########kd000031,2304_6
5,9,42,0,82,1404,7.683,##########kd000031,2304_7
0,6,235,0,79,3753,23.804,##########kd000125,2305_4
12,14,175,0,162,1581,10.117,##########kd000125,2305_6
17,33,283,61,720,491,5.952,##########kd000125,2305_10
5,10,178,0,82,622,5.523,##########kd000125,2305_11
0,0,212,63,200,496,5.881,##########kd000125,2305_17
5,13,200,61,305,1501,10.428,##########kd000125,2305_18
11,31,588,0,638,1521,16.754,##########kd000125,2306_2
6,27,306,65,394,1673,12.759,##########kd000125,2306_3
0,2,68,0,101,1797,11.218,##########kd000125,2306_10
14,30,333,134,268,1934,13.594,##########kd000125,2306_12
7,20,284,232,924,472,5.419,##########kd000125,2306_15
10,8,453,0,1143,1643,13.435,##########kd000100,2307_2
8,11,288,0,279,1412,9.989,##########kd000100,2307_3
0,0,203,136,238,773,5.748,##########kd000100,2307_9
0,0,102,0,0,2020,10.403,##########kd000100,2307_11
0,0,65,0,0,1920,10.075,##########kd000100,2307_14
11,17,286,294,903,438,6.338,##########kd000100,2307_15
3,12,425,0,239,1966,16.035,##########kd000125,2308_1
19,49,340,61,408,319,5.416,##########kd000125,2308_2
6,12,262,0,358,975,9.702,##########kd000125,2308_6
0,5,68,0,93,3950,23.726,##########kd000125,2308_7
10,27,397,193,604,1543,13.876,##########kd000125,2308_8
0,1,27,0,0,2505,12.807,##########kd000125,2309_5
0,0,7,0,0,1663,7.813,##########kd000125,2309_6
29,53,540,171,407,1068,12.456,##########kd000125,2309_9
26,37,336,157,848,403,6.723,##########kd000125,2309_12
7,11,306,91,582,2231,16.542,##########kd000125,2309_22
24,89,828,1093,2076,2324,22.9,##########kd000125,2310_1
0,4,216,129,189,3076,19.748,##########kd000125,2310_5
32,67,619,445,1229,2637,20.591,##########kd000125,2310_9
0,9,171,0,0,2598,15.459,##########kd000125,2311_3
0,4,78,0,80,1040,6.482,##########kd000125,2311_4
12,16,225,62,422,1896,12.802,##########kd000125,2311_7
24,43,468,314,1321,365,6.075,##########kd000125,2311_13
6,16,170,0,317,4684,23.161,##########kd000125,2311_14
13,36,345,461,1425,772,6.956,##########kd000052,2312_5
2,16,231,0,218,4019,20.935,##########kd000052,2312_6
3,6,442,0,397,1798,13.198,##########kd000044,2313_3
7,14,358,75,831,1785,12.155,##########kd000044,2313_5
0,0,53,0,69,3053,15.001,##########kd000044,2313_11
1,1,212,0,171,721,5.057,##########kd000044,2313_16
13,10,209,573,1203,573,5.821,##########kd000044,2313_20
0,3,80,0,0,2859,16.685,##########kd000125,2314_3
0,0,24,0,0,1216,6.371,##########kd000125,2314_4
41,65,542,525,1389,1473,13.166,##########kd000125,2314_8
7,12,378,0,322,2053,17.446,##########kd000125,2314_20
26,39,338,144,832,279,5.542,##########kd000125,2314_21
22,16,766,807,1954,2290,21.222,##########kd000125,2314_22
5,26,455,76,427,1678,15.773,##########kd000125,2315_2
15,24,402,178,541,1707,15.149,##########kd000125,2315_4
1,4,308,0,88,3746,23.926,##########kd000125,2315_8
0,0,44,0,0,1939,9.224,##########kd000125,2315_9
20,34,373,334,971,600,7.007,##########kd000125,2315_11
8,12,191,105,559,625,5.014,##########kd000125,2315_13
0,5,174,0,0,2536,14.545,##########kd000125,2316_3
0,4,44,70,124,2658,13.34,##########kd000125,2316_4
38,44,518,422,1186,2243,16.825,##########kd000125,2316_5
2,10,489,0,625,1722,13.312,##########kd000100,2318_4
0,1,87,0,61,930,5.917,##########kd000100,2318_10
0,1,120,845,941,3344,17.392,##########kd000100,2318_11
1,7,196,0,125,1830,10.481,##########kd000100,2318_12
21,39,488,164,984,593,7.248,##########kd000100,2318_13
0,0,0,0,0,944,5.128,##########kd000100,2318_17
1,8,181,0,124,2015,13.878,##########kd000125,2319_2
29,46,690,752,2302,2474,21.883,##########kd000125,2319_4
15,27,490,466,1226,1121,11.915,##########kd000125,2319_6
0,4,332,0,588,4772,23.982,##########kd000100,2320_5
6,16,158,0,251,1649,8.591,##########kd000100,2320_7
0,0,13,0,0,1017,5.193,##########kd000100,2320_12
0,0,202,0,199,1955,11.952,##########kd000100,2320_21
5,10,583,134,1021,2476,17.536,##########kd000100,2321_2
1,7,323,0,617,3272,16.888,##########kd000100,2321_7
0,0,0,0,0,1304,5.318,##########kd000100,2321_10
26,26,742,282,1545,1897,14.07,##########kd000100,2321_11
32,48,645,723,1377,2147,19.55,##########kd000125,2322_4
9,18,300,299,1091,578,6.393,##########kd000125,2322_7
4,11,371,0,565,2206,17.313,##########kd000125,2322_13
1,8,197,0,153,2440,17.003,##########kd000125,2323_4
0,0,57,0,0,1997,11.418,##########kd000125,2323_5
32,58,620,583,1109,1983,19.826,##########kd000125,2323_7
8,39,576,654,1775,2597,22.043,##########kd000125,2323_17
6,19,325,0,664,746,9.125,##########kd000125,2324_2
36,60,539,817,1859,423,10.359,##########kd000125,2324_4
0,7,210,0,346,2150,15.4,0,2325_4
0,0,25,0,0,1123,5.75,0,2325_7
46,49,606,400,1618,2290,19.153,0,2325_9
16,22,444,241,1478,373,5.605,0,2325_14
2,1,127,0,0,4629,21.483,0,2325_15
0,3,222,0,106,1441,9.508,##########kd000011,2326_14
0,2,201,0,0,3438,20.07,##########kd000013,2327_17
0,0,104,0,0,2092,12.422,##########kd000011,2328_2
0,0,219,0,114,2745,17.321,##########kd000011,2328_4
3,4,267,67,396,1728,10.515,##########kd000011,2328_6
3,10,390,0,612,1671,12.159,##########kd000011,2328_9
3,14,356,76,689,3202,18.969,##########kd000011,2329_3
0,0,151,0,0,2945,19.269,##########kd000011,2329_8
3,7,227,187,627,839,8.163,##########kd000011,2329_9
1,15,639,88,658,3097,23.238,##########kd000011,2329_15
0,3,137,0,0,3264,16.959,##########kd000011,2330_2
1,6,571,110,341,2017,16.764,##########kd000011,2330_7
4,8,270,152,528,1558,12.734,##########kd000011,2330_9
0,7,351,65,418,2469,16.159,##########kd000011,2330_14
3,11,319,319,962,1644,13.402,##########kd000011,2330_15
0,1,138,0,0,2436,15.689,##########kd000011,2330_20
3,11,298,83,1072,907,9.204,##########kd000011,2330_22
5,17,422,191,1377,769,9.651,##########kd000011,2331_9
0,0,142,0,0,3184,13.84,##########kd000011,2331_12
3,0,425,339,552,3259,23.393,##########kd000026,2332_4
3,6,452,483,942,1706,15.274,##########kd000026,2332_7
13,28,464,302,1098,1050,12.402,##########kd000026,2332_10
0,0,44,0,0,1810,10.326,##########kd000011,2333_16
7,27,416,634,1888,992,11.034,##########kd000011,2333_17
1,1,192,0,240,2855,14.888,##########kd000011,2334_3
0,1,227,0,149,3257,17.024,##########kd000011,2334_11
0,0,75,0,0,1299,5.968,##########kd000011,2334_18
4,0,272,128,1069,3039,14.996,##########kd000011,2334_19
1,4,217,0,252,2173,12.314,##########kd000011,2334_21
0,0,250,127,607,2382,14.686,##########kd000011,2334_22
0,13,187,0,671,997,8.449,##########kd000011,2335_2
0,0,89,0,0,1763,9.071,##########kd000011,2335_6
0,3,248,0,276,3162,14.923,##########kd000011,2335_7
0,0,33,0,0,2887,14.871,##########kd000011,2336_3
4,1,310,0,137,3482,22.754,##########kd000011,2336_15
0,1,319,0,314,1317,10.707,##########kd000008,2337_8
0,7,235,0,0,1839,12.539,##########kd000008,2337_9
5,23,452,559,1750,891,11.4,##########kd000008,2337_10
8,11,286,0,548,2048,10.48,##########kd000011,2338_2
0,4,285,0,186,3624,21.339,##########kd000011,2338_15
1,6,240,0,261,1442,10.332,##########kd000011,2339_4
0,0,66,0,0,1122,6.965,##########kd000011,2339_7
3,10,577,330,1436,1948,16.336,##########kd000011,2339_10
3,12,304,91,711,2843,15.749,##########kd000026,2340_4
0,1,98,0,0,4029,22.555,##########kd000026,2340_9
8,38,512,245,1372,474,6.131,##########kd000026,2340_10
0,11,199,375,1079,1413,7.851,##########kd000026,2340_12
0,1,185,157,256,557,5.188,##########kd000026,2340_16
0,0,69,0,0,3012,12.857,##########kd000011,2341_3
1,13,272,89,329,1327,7.939,##########kd000011,2341_4
0,1,157,0,0,1751,9.17,##########kd000011,2341_13
0,6,335,0,324,2579,15.198,##########kd000011,2341_14
1,0,269,0,165,3606,19.704,##########kd000011,2341_17
7,16,310,0,833,3089,16.518,##########kd000011,2342_2
3,10,450,67,460,2631,17.639,##########kd000011,2342_7
4,3,229,0,601,1775,13.618,##########kd000011,2342_8
2,11,355,75,757,2681,17.279,##########kd000011,2342_13
0,3,204,0,0,3922,21.353,##########kd000011,2343_5
4,14,440,394,1495,907,10.925,##########kd000011,2343_6
0,5,328,0,156,3278,20.865,##########kd000011,2343_9
4,1,208,0,564,1313,10.234,##########kd000011,2343_10
0,0,203,0,0,1559,10.709,##########kd000011,2344_3
3,9,365,0,451,2247,16.178,##########kd000011,2344_4
1,2,279,100,314,1432,10.082,##########kd000011,2344_8
0,0,86,0,0,1171,6.074,##########kd000011,2344_9
9,10,396,66,1382,995,10.515,##########kd000011,2344_11
1,8,538,0,1152,2346,17.643,##########kd000011,2345_4
9,19,416,69,662,1471,13.867,##########kd000011,2345_5
0,2,123,0,0,1497,9.855,##########kd000011,2345_11
4,13,509,0,407,2404,17.631,##########kd000011,2345_13
0,0,146,0,0,941,5.608,##########kd000011,2347_10
1,0,282,73,620,3628,21.407,##########kd000011,2347_11
0,2,138,0,0,2736,13.961,##########kd000026,2348_3
0,0,111,0,0,1789,10.635,##########kd000011,2349_8
8,6,237,68,586,1944,14.375,##########kd000011,2349_10
1,2,241,0,266,2396,12.024,##########kd000011,2350_4
0,4,304,0,169,3691,22.055,##########kd000011,2350_15
2,4,206,0,432,1041,7.944,##########kd000011,2350_16
1,6,320,0,726,2076,12.71,##########kd000011,2351_3
0,0,407,0,297,3000,18.537,##########kd000011,2351_15
0,0,105,0,0,2056,9.133,##########kd000011,2352_2
0,1,170,0,239,2428,12.058,##########kd000011,2352_3
0,18,352,0,635,1971,15.814,##########kd000011,2352_12
0,3,335,0,196,3326,17.893,##########kd000011,2352_16
2,17,278,270,840,1457,12.03,##########kd000011,2352_17
0,2,165,82,436,1928,9.452,##########kd000011,2353_2
1,0,151,0,207,3175,15.045,##########kd000011,2353_3
0,0,86,0,0,2354,12.221,##########kd000011,2353_8
2,10,267,68,569,1682,12.913,##########kd000011,2353_9
0,3,278,0,187,4073,19.713,##########kd000011,2353_12
1,3,405,77,954,4954,24.734,##########kd000063,2354_2
0,6,268,0,339,3669,20.255,##########kd000063,2354_8
3,3,166,184,616,1196,8.136,##########kd000063,2354_9
3,3,264,74,564,3070,14.977,##########kd000063,2354_12
0,0,126,0,0,3160,15.343,##########kd000063,2354_22
0,0,103,0,0,1524,8.308,0,2355_5
0,0,51,0,0,2709,12.556,0,2355_6
26,42,1091,277,3423,1933,19.664,##########kd000033,2356_2
5,5,164,660,1287,714,5.872,##########kd000033,2356_10
14,25,717,270,1386,1834,14.827,##########kd000033,2356_18
6,11,520,193,1245,503,7.314,##########kd000032,2358_3
4,17,342,79,720,917,5.386,##########kd000032,2358_9
13,17,662,246,2121,878,8.788,##########kd000032,2358_20
6,4,448,473,1353,1041,6.719,##########kd000032,2359_2
4,5,434,98,1103,506,5.56,##########kd000032,2359_21
6,13,551,99,996,1207,7.463,##########kd000032,2359_22
13,18,913,227,3008,960,11.397,##########kd000032,2360_2
5,9,360,268,951,506,5.149,##########kd000032,2360_10
8,12,441,81,1408,824,5.906,##########kd000032,2360_11
8,10,385,0,631,611,5.482,##########kd000032,2360_20
7,8,707,289,1531,1355,9.288,##########kd000032,2360_26
14,5,500,199,1183,655,6.507,##########kd000032,2361_7
7,21,468,62,1016,876,5.719,##########kd000032,2361_25
