SA,SD,PA,PI,LR,HC,fuel,bus_num,file_index
0,0,44,0,0,1501,7.827,##########kd000042,1473_12
2,13,474,146,963,1640,12.533,##########kd000090,1474_3
5,21,393,0,567,1711,11.397,##########kd000090,1474_6
0,0,315,0,100,4577,24.149,##########kd000090,1474_15
17,64,789,325,1637,2020,17.054,##########kd000090,1474_17
0,10,219,0,288,537,5.915,##########kd000125,1475_10
0,1,97,0,0,1333,8.152,##########kd000125,1475_14
7,17,171,0,0,599,5.724,##########kd000125,1475_18
22,29,363,0,328,431,6.468,##########kd000125,1475_19
4,11,420,72,464,937,9.147,##########kd000030,1476_4
0,3,359,0,815,2810,17.27,##########kd000030,1476_6
0,0,43,0,0,2216,14.875,##########kd000062,1477_4
3,2,128,0,0,1956,10.914,##########kd000062,1477_15
0,0,63,0,0,844,5.306,##########kd000017,1478_7
0,0,0,0,0,1037,5.881,##########kd000017,1478_23
1,1,229,531,911,1088,7.422,##########kd000011,1479_1
1,1,271,84,328,3619,18.275,##########kd000011,1479_2
3,4,344,0,565,4040,24.786,##########kd000011,1479_9
0,0,225,128,243,1358,9.583,##########kd000011,1479_16
6,2,255,192,629,2257,16.993,##########kd000011,1479_18
6,20,649,365,1460,662,8.423,##########kd000102,1481_4
15,25,781,520,3590,1236,11.76,##########kd000102,1481_18
4,19,490,1293,2399,724,8.124,##########kd000060,1482_1
3,10,377,127,795,460,5.176,##########kd000060,1482_4
24,26,456,224,1641,381,5.012,##########kd000060,1482_16
1,15,230,0,0,564,5.104,##########kd000013,1483_5
1,26,295,0,259,1322,10.533,##########kd000013,1483_8
0,2,292,0,651,2638,17.633,##########kd000013,1483_12
3,58,661,424,872,2347,20.152,##########kd000013,1483_14
10,18,241,236,964,2950,16.972,##########kd000042,1484_2
6,13,443,70,251,2743,18.7,##########kd000042,1484_4
16,25,233,65,479,1767,13.172,##########kd000042,1484_5
4,9,199,77,339,1782,9.682,##########kd000042,1484_8
0,1,123,0,0,2765,14.046,##########kd000042,1484_9
4,12,251,72,387,1338,10.493,##########kd000042,1484_11
0,0,44,0,0,1501,7.827,##########kd000042,1484_12
2,13,474,146,963,1640,12.533,##########kd000090,1486_3
5,21,393,0,567,1711,11.397,##########kd000090,1486_6
0,0,315,0,100,4577,24.149,##########kd000090,1486_15
17,64,789,325,1637,2020,17.054,##########kd000090,1486_17
0,0,199,0,0,2635,16.258,##########kd000119,1487_3
0,4,242,0,0,2507,16.343,##########kd000119,1487_7
1,1,229,531,911,1088,7.422,##########kd000011,1488_1
1,1,271,84,328,3619,18.275,##########kd000011,1488_2
3,4,344,0,565,4040,24.786,##########kd000011,1488_9
0,0,225,128,243,1358,9.583,##########kd000011,1488_16
6,2,255,192,629,2257,16.993,##########kd000011,1488_18
4,1,192,85,1259,2137,10.509,##########kd000104,1489_6
0,10,219,0,288,537,5.915,##########kd000125,1490_10
0,1,97,0,0,1333,8.152,##########kd000125,1490_14
7,17,171,0,0,599,5.724,##########kd000125,1490_18
22,29,363,0,328,431,6.468,##########kd000125,1490_19
13,44,444,0,674,1681,14.199,##########kd000048,1491_4
15,8,333,464,1357,2013,13.893,##########kd000048,1491_12
3,15,216,0,506,1198,7.927,##########kd000048,1491_14
6,16,382,148,646,3609,21.912,##########kd000048,1491_16
0,0,63,0,0,844,5.306,##########kd000017,1493_7
0,0,0,0,0,1037,5.881,##########kd000017,1493_23
4,11,420,72,464,937,9.147,##########kd000030,1494_4
0,3,359,0,815,2810,17.27,##########kd000030,1494_6
3,1,165,77,460,827,6.448,##########kd000023,1496_5
0,0,23,0,0,1047,5.001,##########kd000023,1496_6
1,1,98,421,482,3045,17.835,##########kd000023,1496_7
1,1,352,0,0,1317,13.8,##########kd000023,1496_9
2,4,301,171,325,596,9.113,##########kd000023,1496_14
12,9,230,843,2343,1926,12.763,##########kd000058,1497_6
1,0,127,0,188,1840,10.393,##########kd000058,1497_8
0,0,13,0,0,1488,7.93,##########kd000058,1497_9
7,4,117,170,565,4347,21.233,##########kd000058,1497_10
8,11,462,291,980,785,8.942,##########kd000043,1499_7
0,3,189,0,408,1503,8.694,##########kd000043,1499_9
2,4,211,0,139,805,5.018,##########kd000032,1500_1
13,27,979,218,2477,1984,14.916,##########kd000032,1500_4
19,18,1157,609,3417,1662,15.443,##########kd000032,1500_10
4,16,359,0,563,1181,6.778,##########kd000032,1500_16
2,3,414,0,132,2437,18.751,##########kd000026,1501_9
0,0,43,0,0,2216,14.875,##########kd000062,1503_4
3,2,128,0,0,1956,10.914,##########kd000062,1503_15
0,5,373,0,217,3511,21.926,##########kd000109,1504_3
0,0,0,0,0,1541,8.349,##########kd000109,1504_5
0,0,8,0,0,937,5.23,##########kd000109,1504_6
19,46,620,0,614,549,10.774,##########kd000109,1504_7
0,0,144,0,0,1503,9.303,##########kd000109,1504_22
0,4,130,1025,1108,3617,22.294,##########kd000109,1504_23
13,38,482,375,1638,751,7.313,##########kd000060,1505_4
13,36,554,176,1203,787,7.024,##########kd000060,1505_6
19,36,551,0,1017,1211,9.252,##########kd000060,1505_7
11,56,849,199,1726,1644,16.366,##########kd000033,1506_7
22,35,581,535,2463,601,8.818,##########kd000033,1506_22
0,3,132,0,0,1690,10.098,##########kd000004,1507_19
5,22,294,254,764,550,5.37,##########kd000069,1508_8
13,38,582,0,1438,843,8.773,##########kd000069,1508_9
9,40,555,179,1371,1562,14.034,##########kd000069,1508_12
28,63,951,482,2904,1711,16.401,##########kd000069,1508_17
9,26,261,0,331,388,5.018,##########kd000069,1508_24
0,0,126,0,91,2030,12.319,##########kd000064,1509_5
3,12,238,61,435,2320,14.001,##########kd000064,1509_7
2,9,293,0,303,3424,20.364,##########kd000064,1509_13
0,1,235,0,79,2819,17.847,##########kd000064,1509_15
0,0,19,0,0,1217,8.405,##########kd000091,1510_1
0,1,51,101,301,1503,8.234,##########kd000091,1510_2
0,3,131,96,198,626,5.484,##########kd000091,1510_7
0,0,6,0,0,1685,8.172,##########kd000091,1510_14
0,2,6,0,0,2558,16.118,##########kd000091,1510_15
0,1,55,0,0,2944,16.486,##########kd000091,1510_16
10,13,80,277,694,1839,10.093,##########kd000058,1511_5
18,37,539,180,1015,716,8.225,##########kd000100,1512_2
3,3,167,0,416,1784,10.566,##########kd000100,1512_6
1,7,150,0,315,1500,8.998,##########kd000100,1512_9
0,1,60,0,100,1189,6.042,##########kd000100,1512_12
0,0,6,0,0,1549,7.268,##########kd000100,1512_14
8,14,416,236,1005,657,6.745,##########kd000100,1512_16
2,8,228,0,112,2596,16.449,##########kd000119,1513_6
0,0,227,0,0,2480,15.365,##########kd000119,1513_11
2,7,412,473,1686,2006,14.03,##########kd000119,1513_14
0,0,217,0,0,2253,14.483,##########kd000119,1513_18
0,1,129,78,110,1559,12.595,##########kd000119,1513_19
0,1,224,0,0,2608,15.896,##########kd000119,1513_20
1,9,270,94,308,2994,20.229,##########kd000011,1514_6
0,1,239,0,247,1393,10.141,##########kd000011,1514_14
2,8,351,290,841,2836,21.418,##########kd000011,1514_15
11,33,717,0,730,3186,22.522,##########kd000048,1518_10
12,5,312,171,798,4357,24.558,##########kd000048,1518_14
0,6,144,0,0,1329,6.7,##########kd000048,1518_17
0,0,33,174,436,3025,15.114,##########kd000067,1519_3
4,24,388,72,797,1694,12.584,##########kd000067,1519_5
1,15,362,0,454,2704,16.699,##########kd000067,1519_10
7,16,231,76,308,1745,11.361,##########kd000062,1520_4
14,12,231,275,901,799,7.041,##########kd000062,1520_13
0,11,222,0,98,3409,21.376,##########kd000125,1521_3
9,10,234,101,458,2726,17.23,##########kd000125,1521_4
19,31,313,321,1224,473,5.844,##########kd000125,1521_6
0,0,144,0,0,1207,9.012,##########kd000125,1521_17
9,35,268,0,687,880,7.75,##########kd000125,1521_18
17,35,1055,257,2973,1468,12.151,##########kd000032,1522_10
14,29,1157,500,3738,1829,14.995,##########kd000032,1522_21
8,8,249,0,229,2772,17.581,##########kd000042,1523_5
34,36,450,292,1543,2053,16.683,##########kd000042,1523_6
5,12,249,0,119,2846,15.804,##########kd000042,1523_8
4,3,299,89,181,2966,18.38,##########kd000042,1523_13
14,19,172,105,337,1748,12.696,##########kd000042,1523_14
1,2,366,0,156,3724,24.055,##########kd000016,1524_3
0,0,41,0,0,1352,8.379,##########kd000016,1524_5
0,0,61,0,0,1099,6.47,##########kd000016,1524_6
13,13,514,174,839,1479,11.049,##########kd000016,1524_9
0,0,189,0,0,2723,14.79,##########kd000016,1524_13
2,1,273,196,343,667,8.309,##########kd000023,1525_5
0,6,439,0,86,1133,12.58,##########kd000023,1525_6
5,5,221,0,289,1488,10.443,##########kd000023,1525_7
0,0,25,0,0,3279,15.7,##########kd000104,1527_9
0,6,203,102,414,3638,21.209,##########kd000104,1527_10
2,8,228,0,112,2596,16.449,##########kd000119,1528_6
0,0,227,0,0,2480,15.365,##########kd000119,1528_11
2,7,412,473,1686,2006,14.03,##########kd000119,1528_14
0,0,217,0,0,2253,14.483,##########kd000119,1528_18
0,1,129,78,110,1559,12.595,##########kd000119,1528_19
0,1,224,0,0,2608,15.896,##########kd000119,1528_20
18,37,539,180,1015,716,8.225,##########kd000100,1529_2
3,3,167,0,416,1784,10.566,##########kd000100,1529_6
1,7,150,0,315,1500,8.998,##########kd000100,1529_9
0,1,60,0,100,1189,6.042,##########kd000100,1529_12
0,0,6,0,0,1549,7.268,##########kd000100,1529_14
8,14,416,236,1005,657,6.745,##########kd000100,1529_16
0,0,126,0,91,2030,12.319,##########kd000064,1530_5
3,12,238,61,435,2320,14.001,##########kd000064,1530_7
2,9,293,0,303,3424,20.364,##########kd000064,1530_13
0,1,235,0,79,2819,17.847,##########kd000064,1530_15
8,8,249,0,229,2772,17.581,##########kd000042,1531_5
34,36,450,292,1543,2053,16.683,##########kd000042,1531_6
5,12,249,0,119,2846,15.804,##########kd000042,1531_8
4,3,299,89,181,2966,18.38,##########kd000042,1531_13
14,19,172,105,337,1748,12.696,##########kd000042,1531_14
0,0,33,174,436,3025,15.114,##########kd000067,1532_3
4,24,388,72,797,1694,12.584,##########kd000067,1532_5
1,15,362,0,454,2704,16.699,##########kd000067,1532_10
10,13,80,277,694,1839,10.093,##########kd000058,1533_5
0,0,19,0,0,1217,8.405,##########kd000091,1534_1
0,1,51,101,301,1503,8.234,##########kd000091,1534_2
0,3,131,96,198,626,5.484,##########kd000091,1534_7
0,0,6,0,0,1685,8.172,##########kd000091,1534_14
0,2,6,0,0,2558,16.118,##########kd000091,1534_15
0,1,55,0,0,2944,16.486,##########kd000091,1534_16
5,22,294,254,764,550,5.37,##########kd000069,1535_8
13,38,582,0,1438,843,8.773,##########kd000069,1535_9
9,40,555,179,1371,1562,14.034,##########kd000069,1535_12
28,63,951,482,2904,1711,16.401,##########kd000069,1535_17
9,26,261,0,331,388,5.018,##########kd000069,1535_24
0,0,25,0,0,3279,15.7,##########kd000104,1536_9
0,6,203,102,414,3638,21.209,##########kd000104,1536_10
2,1,273,196,343,667,8.309,##########kd000023,1538_5
0,6,439,0,86,1133,12.58,##########kd000023,1538_6
5,5,221,0,289,1488,10.443,##########kd000023,1538_7
11,33,717,0,730,3186,22.522,##########kd000048,1540_10
12,5,312,171,798,4357,24.558,##########kd000048,1540_14
0,6,144,0,0,1329,6.7,##########kd000048,1540_17
0,3,132,0,0,1690,10.098,##########kd000004,1543_19
7,16,231,76,308,1745,11.361,##########kd000062,1544_4
14,12,231,275,901,799,7.041,##########kd000062,1544_13
17,35,1055,257,2973,1468,12.151,##########kd000032,1545_10
14,29,1157,500,3738,1829,14.995,##########kd000032,1545_21
11,56,849,199,1726,1644,16.366,##########kd000033,1546_7
22,35,581,535,2463,601,8.818,##########kd000033,1546_22
0,5,373,0,217,3511,21.926,##########kd000109,1547_3
0,0,0,0,0,1541,8.349,##########kd000109,1547_5
0,0,8,0,0,937,5.23,##########kd000109,1547_6
19,46,620,0,614,549,10.774,##########kd000109,1547_7
0,0,144,0,0,1503,9.303,##########kd000109,1547_22
0,4,130,1025,1108,3617,22.294,##########kd000109,1547_23
13,38,482,375,1638,751,7.313,##########kd000060,1548_4
13,36,554,176,1203,787,7.024,##########kd000060,1548_6
19,36,551,0,1017,1211,9.252,##########kd000060,1548_7
1,2,366,0,156,3724,24.055,##########kd000016,1549_3
0,0,41,0,0,1352,8.379,##########kd000016,1549_5
0,0,61,0,0,1099,6.47,##########kd000016,1549_6
13,13,514,174,839,1479,11.049,##########kd000016,1549_9
0,0,189,0,0,2723,14.79,##########kd000016,1549_13
0,11,222,0,98,3409,21.376,##########kd000125,1550_3
9,10,234,101,458,2726,17.23,##########kd000125,1550_4
19,31,313,321,1224,473,5.844,##########kd000125,1550_6
0,0,144,0,0,1207,9.012,##########kd000125,1550_17
9,35,268,0,687,880,7.75,##########kd000125,1550_18
1,9,270,94,308,2994,20.229,##########kd000011,1551_6
0,1,239,0,247,1393,10.141,##########kd000011,1551_14
2,8,351,290,841,2836,21.418,##########kd000011,1551_15
13,30,970,304,2483,1085,11.574,##########kd000032,1552_18
5,29,959,730,2152,2119,16.171,##########kd000032,1552_26
3,31,303,98,335,590,7.106,##########kd000004,1553_4
1,22,308,0,201,601,5.541,##########kd000004,1553_6
1,5,353,0,289,3276,24.273,##########kd000004,1553_12
3,29,352,0,502,1832,15.39,##########kd000004,1553_13
2,37,301,419,697,649,6.709,##########kd000004,1553_14
0,6,331,0,120,3471,21.431,##########kd000057,1554_3
0,0,24,0,0,1130,7.647,##########kd000057,1554_4
0,4,84,0,177,2989,16.124,##########kd000057,1554_5
0,6,170,0,182,3854,20.314,##########kd000100,1555_5
10,24,546,117,998,1546,11.492,##########kd000100,1555_10
8,16,295,77,763,562,5.217,##########kd000100,1555_11
3,6,266,0,246,1475,10.655,##########kd000100,1555_20
13,16,451,0,916,848,7.363,##########kd000100,1555_21
0,3,88,0,87,1975,9.599,##########kd000090,1556_7
0,7,198,0,0,3131,15.986,##########kd000090,1556_8
2,27,296,64,663,576,5.03,##########kd000090,1556_9
2,12,305,175,933,438,5.309,##########kd000090,1556_10
0,0,172,0,0,4305,19.954,##########kd000011,1558_2
1,6,564,235,489,2412,18.335,##########kd000011,1558_7
9,13,305,90,769,1575,13.476,##########kd000011,1558_8
4,16,516,179,419,2450,21.869,##########kd000011,1558_16
0,3,127,69,203,3026,17.128,##########kd000064,1559_1
4,4,217,152,341,2723,17.853,##########kd000064,1559_8
2,22,253,260,1095,3640,20.528,##########kd000064,1559_9
5,16,340,83,1083,1805,11.958,##########kd000108,1560_13
7,35,369,65,542,657,5.686,##########kd000033,1561_2
5,41,418,264,1069,495,6.628,##########kd000033,1561_3
4,11,265,0,605,728,6.135,##########kd000033,1561_4
9,52,929,453,2234,1278,15.089,##########kd000033,1561_17
8,34,594,202,1459,1463,11.505,##########kd000033,1561_28
6,24,296,142,656,759,6.404,##########kd000033,1561_29
0,8,164,0,0,557,5.44,##########kd000008,1562_3
5,21,208,0,125,696,5.675,##########kd000008,1562_16
0,2,160,146,303,820,5.673,##########kd000048,1563_9
4,3,160,226,564,2098,11.548,##########kd000048,1563_11
5,14,373,0,879,2807,17.64,##########kd000048,1563_16
12,26,961,226,2337,2152,14.292,##########kd000036,1564_3
3,0,219,0,319,603,5.595,##########kd000017,1566_5
0,0,6,0,0,1319,5.593,##########kd000023,1568_8
0,0,350,0,0,1332,12.985,##########kd000023,1568_11
1,4,279,186,241,547,8.668,##########kd000023,1568_14
2,9,519,77,237,1652,16.121,##########kd000023,1568_15
7,3,225,171,497,3199,16.158,##########kd000063,1571_2
9,6,282,383,994,1870,10.157,##########kd000063,1571_3
2,6,219,97,275,583,6.077,##########kd000063,1571_7
3,10,239,81,435,3717,22.016,##########kd000063,1571_9
0,0,94,0,0,1815,11.693,##########kd000083,1572_8
0,0,49,0,86,2397,18.989,##########kd000083,1572_9
4,0,70,85,278,1660,8.221,##########kd000083,1572_10
0,7,193,0,80,2688,16.525,##########kd000119,1573_13
1,5,164,0,82,1884,13.212,##########kd000119,1573_16
0,1,123,0,0,1197,8.675,##########kd000099,1574_11
0,0,51,0,0,990,6.121,##########kd000099,1574_12
0,4,103,765,890,1044,7.829,##########kd000099,1574_13
0,0,70,0,0,2959,18.843,##########kd000099,1574_14
10,26,475,158,1315,805,8.742,##########kd000069,1575_2
13,31,400,0,673,967,7.779,##########kd000069,1575_3
2,5,235,123,557,549,5.354,##########kd000069,1575_9
0,0,6,0,0,1319,5.593,##########kd000023,1576_8
0,0,350,0,0,1332,12.985,##########kd000023,1576_11
1,4,279,186,241,547,8.668,##########kd000023,1576_14
2,9,519,77,237,1652,16.121,##########kd000023,1576_15
0,8,164,0,0,557,5.44,##########kd000008,1578_3
5,21,208,0,125,696,5.675,##########kd000008,1578_16
3,0,219,0,319,603,5.595,##########kd000017,1580_5
7,35,369,65,542,657,5.686,##########kd000033,1582_2
5,41,418,264,1069,495,6.628,##########kd000033,1582_3
4,11,265,0,605,728,6.135,##########kd000033,1582_4
9,52,929,453,2234,1278,15.089,##########kd000033,1582_17
8,34,594,202,1459,1463,11.505,##########kd000033,1582_28
6,24,296,142,656,759,6.404,##########kd000033,1582_29
5,16,340,83,1083,1805,11.958,##########kd000108,1583_13
13,30,970,304,2483,1085,11.574,##########kd000032,1584_18
5,29,959,730,2152,2119,16.171,##########kd000032,1584_26
0,1,123,0,0,1197,8.675,##########kd000099,1585_11
0,0,51,0,0,990,6.121,##########kd000099,1585_12
0,4,103,765,890,1044,7.829,##########kd000099,1585_13
0,0,70,0,0,2959,18.843,##########kd000099,1585_14
0,3,127,69,203,3026,17.128,##########kd000064,1587_1
4,4,217,152,341,2723,17.853,##########kd000064,1587_8
2,22,253,260,1095,3640,20.528,##########kd000064,1587_9
10,26,475,158,1315,805,8.742,##########kd000069,1588_2
13,31,400,0,673,967,7.779,##########kd000069,1588_3
2,5,235,123,557,549,5.354,##########kd000069,1588_9
3,31,303,98,335,590,7.106,##########kd000004,1589_4
1,22,308,0,201,601,5.541,##########kd000004,1589_6
1,5,353,0,289,3276,24.273,##########kd000004,1589_12
3,29,352,0,502,1832,15.39,##########kd000004,1589_13
2,37,301,419,697,649,6.709,##########kd000004,1589_14
12,26,961,226,2337,2152,14.292,##########kd000036,1590_3
0,6,331,0,120,3471,21.431,##########kd000057,1591_3
0,0,24,0,0,1130,7.647,##########kd000057,1591_4
0,4,84,0,177,2989,16.124,##########kd000057,1591_5
0,0,172,0,0,4305,19.954,##########kd000011,1592_2
1,6,564,235,489,2412,18.335,##########kd000011,1592_7
9,13,305,90,769,1575,13.476,##########kd000011,1592_8
4,16,516,179,419,2450,21.869,##########kd000011,1592_16
0,7,193,0,80,2688,16.525,##########kd000119,1593_13
1,5,164,0,82,1884,13.212,##########kd000119,1593_16
0,6,170,0,182,3854,20.314,##########kd000100,1594_5
10,24,546,117,998,1546,11.492,##########kd000100,1594_10
8,16,295,77,763,562,5.217,##########kd000100,1594_11
3,6,266,0,246,1475,10.655,##########kd000100,1594_20
13,16,451,0,916,848,7.363,##########kd000100,1594_21
0,0,94,0,0,1815,11.693,##########kd000083,1595_8
0,0,49,0,86,2397,18.989,##########kd000083,1595_9
4,0,70,85,278,1660,8.221,##########kd000083,1595_10
0,3,88,0,87,1975,9.599,##########kd000090,1596_7
0,7,198,0,0,3131,15.986,##########kd000090,1596_8
2,27,296,64,663,576,5.03,##########kd000090,1596_9
2,12,305,175,933,438,5.309,##########kd000090,1596_10
7,3,225,171,497,3199,16.158,##########kd000063,1597_2
9,6,282,383,994,1870,10.157,##########kd000063,1597_3
2,6,219,97,275,583,6.077,##########kd000063,1597_7
3,10,239,81,435,3717,22.016,##########kd000063,1597_9
0,2,160,146,303,820,5.673,##########kd000048,1598_9
4,3,160,226,564,2098,11.548,##########kd000048,1598_11
5,14,373,0,879,2807,17.64,##########kd000048,1598_16
0,1,165,0,118,544,5.184,##########kd000013,1600_14
0,0,62,0,0,1900,10.835,##########kd000013,1600_16
1,5,135,223,267,3352,18.107,##########kd000058,1601_5
3,6,195,256,378,694,6.645,##########kd000058,1601_12
0,6,348,0,0,2515,19.109,##########kd000058,1601_19
0,2,258,0,0,433,5.589,##########kd000016,1602_5
0,0,33,0,0,1213,6.52,##########kd000016,1602_6
0,2,124,0,0,2309,16.647,##########kd000016,1602_7
0,5,74,0,69,2746,16.684,##########kd000016,1602_8
19,37,711,85,1084,1713,14.706,##########kd000016,1602_11
5,20,580,460,1029,1847,14.847,##########kd000016,1602_12
1,0,66,124,179,2042,12.718,##########kd000016,1602_17
2,6,184,115,417,1447,9.04,##########kd000016,1602_19
14,25,824,447,3076,1127,11.901,##########kd000032,1603_1
1,3,410,413,955,818,7.026,##########kd000032,1603_3
8,21,325,0,595,681,5.506,##########kd000069,1604_6
21,40,648,198,2322,1422,12.786,##########kd000069,1604_7
2,10,217,0,436,868,6.696,##########kd000069,1604_13
1,21,227,0,285,483,5.377,##########kd000069,1604_14
29,69,1187,769,4372,1134,17.245,##########kd000069,1604_17
6,12,164,130,886,583,5.326,##########kd000069,1604_18
2,9,333,0,1859,704,8.888,##########kd000099,1606_2
13,46,406,119,860,698,8.323,##########kd000099,1606_4
9,14,386,906,1651,623,7.87,##########kd000099,1606_6
0,2,204,0,185,1525,11.905,##########kd000021,1607_13
0,0,14,0,0,1322,6.379,##########kd000021,1607_17
5,8,354,395,725,2043,15.721,##########kd000021,1607_24
0,0,23,0,0,1032,5.674,##########kd000017,1608_14
0,8,200,0,96,2702,15.665,##########kd000119,1609_2
